Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1978","1978","hg","181","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1979","1979","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1980","1980","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1981","1981","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1982","1982","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1983","1983","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1984","1984","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1985","1985","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1986","1986","hg","162","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1987","1987","hg","163","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1988","1988","hg","161","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1989","1989","hg","158","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1990","1990","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1991","1991","hg","161","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1992","1992","hg","163","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1993","1993","hg","164","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1994","1994","hg","165","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1995","1995","hg","166","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1996","1996","hg","164","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1997","1997","hg","162","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1998","1998","hg","161","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","1999","1999","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2000","2000","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2001","2001","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2002","2002","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2003","2003","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2004","2004","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2005","2005","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2006","2006","hg","160","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2007","2007","hg","161","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2008","2008","hg","159","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2009","2009","hg","158","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2010","2010","hg","161","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2011","2011","hg","167","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2012","2012","hg","173","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2013","2013","hg","163","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2014","2014","hg","162","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2015","2015","hg","170","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2016","2016","hg","170","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2017","2017","hg","171","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5422","Yield","1183","Beeswax","2018","2018","hg","172","Fc","Calculated data"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1961","1961","tonnes","480","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1962","1962","tonnes","480","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1963","1963","tonnes","480","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1964","1964","tonnes","485","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1965","1965","tonnes","485","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1966","1966","tonnes","490","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1967","1967","tonnes","490","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1968","1968","tonnes","490","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1969","1969","tonnes","490","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1970","1970","tonnes","490","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1971","1971","tonnes","500","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1972","1972","tonnes","500","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1973","1973","tonnes","500","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1974","1974","tonnes","500","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1975","1975","tonnes","420","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1976","1976","tonnes","340","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1977","1977","tonnes","680","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1978","1978","tonnes","680","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1979","1979","tonnes","600","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1980","1980","tonnes","520","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1981","1981","tonnes","440","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1982","1982","tonnes","400","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1983","1983","tonnes","600","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1984","1984","tonnes","680","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1985","1985","tonnes","720","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1986","1986","tonnes","760","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1987","1987","tonnes","800","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1988","1988","tonnes","820","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1989","1989","tonnes","840","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1990","1990","tonnes","880","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1991","1991","tonnes","920","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1992","1992","tonnes","960","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1993","1993","tonnes","1000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1994","1994","tonnes","1040","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1995","1995","tonnes","1080","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1996","1996","tonnes","1100","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1997","1997","tonnes","1120","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1998","1998","tonnes","1140","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","1999","1999","tonnes","1170","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2000","2000","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2001","2001","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2002","2002","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2003","2003","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2004","2004","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2005","2005","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2006","2006","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2007","2007","tonnes","1220","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2008","2008","tonnes","1220","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2009","2009","tonnes","1220","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2010","2010","tonnes","1250","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2011","2011","tonnes","1300","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2012","2012","tonnes","1351","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2013","2013","tonnes","1281","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2014","2014","tonnes","1281","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2015","2015","tonnes","1353","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2016","2016","tonnes","1368","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2017","2017","tonnes","1385","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1183","Beeswax","2018","2018","tonnes","1402","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1961","1961","1000 Head","2995","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1962","1962","1000 Head","3120","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1963","1963","1000 Head","3240","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1964","1964","1000 Head","3290","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1965","1965","1000 Head","3380","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1966","1966","1000 Head","3000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1967","1967","1000 Head","3080","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1968","1968","1000 Head","3160","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1969","1969","1000 Head","3240","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1970","1970","1000 Head","3320","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1971","1971","1000 Head","3400","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1972","1972","1000 Head","3480","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1973","1973","1000 Head","3600","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1974","1974","1000 Head","3800","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1975","1975","1000 Head","4344","","Official data"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1976","1976","1000 Head","4725","","Official data"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1977","1977","1000 Head","5250","","Official data"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1978","1978","1000 Head","5000","","Official data"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1979","1979","1000 Head","5240","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1980","1980","1000 Head","5280","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1981","1981","1000 Head","5360","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1982","1982","1000 Head","5800","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1983","1983","1000 Head","6200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1984","1984","1000 Head","6200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1985","1985","1000 Head","6600","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1986","1986","1000 Head","7200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1987","1987","1000 Head","6400","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1988","1988","1000 Head","6800","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1989","1989","1000 Head","7200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1990","1990","1000 Head","7000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1991","1991","1000 Head","7100","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1992","1992","1000 Head","7200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1993","1993","1000 Head","7600","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1994","1994","1000 Head","7800","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1995","1995","1000 Head","8000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1996","1996","1000 Head","8000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1997","1997","1000 Head","9030","","Official data"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1998","1998","1000 Head","7900","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","1999","1999","1000 Head","4300","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2000","2000","1000 Head","4300","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2001","2001","1000 Head","4350","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2002","2002","1000 Head","4350","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2003","2003","1000 Head","4400","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2004","2004","1000 Head","4500","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2005","2005","1000 Head","4400","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2006","2006","1000 Head","4550","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2007","2007","1000 Head","4700","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2008","2008","1000 Head","6150","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2009","2009","1000 Head","8450","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2010","2010","1000 Head","8700","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2011","2011","1000 Head","8950","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2012","2012","1000 Head","8094","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2013","2013","1000 Head","9000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2014","2014","1000 Head","9500","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5313","Laying","1062","Eggs, hen, in shell","2015","2015","1000 Head","7522","Im","FAO data based on imputation methodology"
